api_clean,well_type
25536034H1,HORIZONTAL
17734010H1,HORIZONTAL
17734104H1,HORIZONTAL
17734055H1,HORIZONTAL
17734057H1,HORIZONTAL
17733903H1,HORIZONTAL
17734015H1,HORIZONTAL
17734016H1,HORIZONTAL
17734018H1,HORIZONTAL
17733956H1,HORIZONTAL
17733974,UNKNOWN
17734124H1,HORIZONTAL
17734125H1,HORIZONTAL
17734126H1,HORIZONTAL
12334762H1,HORIZONTAL
12334774H1,HORIZONTAL
17731558,UNKNOWN
17734021H1,HORIZONTAL
17733867H1,HORIZONTAL
17733871H1,HORIZONTAL
12334647H1,HORIZONTAL
12334648H1,HORIZONTAL
17734130H1,HORIZONTAL
17734133H1,HORIZONTAL
17733852H1,HORIZONTAL
17733853H1,HORIZONTAL
17733854H1,HORIZONTAL
17733870H1,HORIZONTAL
17733935H1,HORIZONTAL
17733937H1,HORIZONTAL
12334457H1,HORIZONTAL
12334459H1,HORIZONTAL
17733917H1,HORIZONTAL
12334721H1,HORIZONTAL
17733984H1,HORIZONTAL
17734025H1,HORIZONTAL
17733879H1,HORIZONTAL
17733989H1,HORIZONTAL
17734317H1,HORIZONTAL
17733976H1,HORIZONTAL
17734110H1,HORIZONTAL
17734327H1,HORIZONTAL
17734329H1,HORIZONTAL
17734332H1,HORIZONTAL
17733978H1,HORIZONTAL
17734029H1,HORIZONTAL
17734049H1,HORIZONTAL
17733979H1,HORIZONTAL
17733980H1,HORIZONTAL
17733983H1,HORIZONTAL
17734073H1,HORIZONTAL
17733814H1,HORIZONTAL
17734031H1,HORIZONTAL
17734033H1,HORIZONTAL
17734052H1,HORIZONTAL
17734083H1,HORIZONTAL
17734034H1,HORIZONTAL
17734085H1,HORIZONTAL
17734147H1,HORIZONTAL
17734193H1,HORIZONTAL
17734195H1,HORIZONTAL
17734190H1,HORIZONTAL
17734191H1,HORIZONTAL
17734036H1,HORIZONTAL
12334736H1,HORIZONTAL
12334737H1,HORIZONTAL
17734116H1,HORIZONTAL
17734172H1,HORIZONTAL
17734173H1,HORIZONTAL
12334738H1,HORIZONTAL
17734092H1,HORIZONTAL
17734114H1,HORIZONTAL
17734198H1,HORIZONTAL
17734094H1,HORIZONTAL
17734135H1,HORIZONTAL
17734175H1,HORIZONTAL
17734176H1,HORIZONTAL
17734200H1,HORIZONTAL
17734227H1,HORIZONTAL
17734229H1,HORIZONTAL
17734257H1,HORIZONTAL
17734258H1,HORIZONTAL
17731954H2,HORIZONTAL
17734063H1,HORIZONTAL
17734064H1,HORIZONTAL
17734205H1,HORIZONTAL
17734210H1,HORIZONTAL
17734233,UNKNOWN
17734236H1,HORIZONTAL
17733963H1,HORIZONTAL
17734118H1,HORIZONTAL
17734280H1,HORIZONTAL
17734304H1,HORIZONTAL
17734044H1,HORIZONTAL
17734078H1,HORIZONTAL
17733819H1,HORIZONTAL
17733820H1,HORIZONTAL
17733972H1,HORIZONTAL
17734023H1,HORIZONTAL
17734022H1,HORIZONTAL
17734066H1,HORIZONTAL
17734065H1,HORIZONTAL
17734067H1,HORIZONTAL
17734068H1,HORIZONTAL
17734069H1,HORIZONTAL
17734168H1,HORIZONTAL
28534146H1,HORIZONTAL
17734070H1,HORIZONTAL
17700459,UNKNOWN
17734310H1,HORIZONTAL
17734467H1,HORIZONTAL
17734469H1,HORIZONTAL
17734471H1,HORIZONTAL
17734479H1,HORIZONTAL
17734499H1,HORIZONTAL
17734504H1,HORIZONTAL
17734502H1,HORIZONTAL
17734503H1,HORIZONTAL
17734586H1,HORIZONTAL
17734532H1,HORIZONTAL
17734493H1,HORIZONTAL
17734441H1,HORIZONTAL
17734443H1,HORIZONTAL
17734444H1,HORIZONTAL
17734533H1,HORIZONTAL
17734539H1,HORIZONTAL
17734564H1,HORIZONTAL
17734566H1,HORIZONTAL
17734592H1,HORIZONTAL
17734407H1,HORIZONTAL
17734552H1,HORIZONTAL
17734567H1,HORIZONTAL
17734575H1,HORIZONTAL
17734576H1,HORIZONTAL
17734497H1,HORIZONTAL
17734498H1,HORIZONTAL
17734555H1,HORIZONTAL
17734594H1,HORIZONTAL
17734595H1,HORIZONTAL
17734543H1,HORIZONTAL
17734473H1,HORIZONTAL
17734474H1,HORIZONTAL
17734490H1,HORIZONTAL
17734546H1,HORIZONTAL
17734579H1,HORIZONTAL
17734580H1,HORIZONTAL
17734583H1,HORIZONTAL
17734600H1,HORIZONTAL
17734465H1,HORIZONTAL
17734351H1,HORIZONTAL
17734354H1,HORIZONTAL
17734476H1,HORIZONTAL
17734359H1,HORIZONTAL
17734362H1,HORIZONTAL
17734486H1,HORIZONTAL
17734337H2,HORIZONTAL
17734418H1,HORIZONTAL
17734491,UNKNOWN
17734528,UNKNOWN
17734602H1,HORIZONTAL
17734603H1,HORIZONTAL
17734488,UNKNOWN
28534234H1,HORIZONTAL
17734452H2,HORIZONTAL
17734561H1,HORIZONTAL
17734562H1,HORIZONTAL
17734477H1,HORIZONTAL
17734524H1,HORIZONTAL
17734530H1,HORIZONTAL
17734373H1,HORIZONTAL
17734435H1,HORIZONTAL
17734466H1,HORIZONTAL
17734436H1,HORIZONTAL
17734265H1,HORIZONTAL
17734266H1,HORIZONTAL
17734267H1,HORIZONTAL
17734272H1,HORIZONTAL
17734278H1,HORIZONTAL
17734376H1,HORIZONTAL
17734395H1,HORIZONTAL
17734396H1,HORIZONTAL
28534182H1,HORIZONTAL
17734432H1,HORIZONTAL
17734285H1,HORIZONTAL
17734287H1,HORIZONTAL
17734377H1,HORIZONTAL
17734379H1,HORIZONTAL
17734380H1,HORIZONTAL
17734458H1,HORIZONTAL
28534184H1,HORIZONTAL
17734399H1,HORIZONTAL
17734438H1,HORIZONTAL
17734241H1,HORIZONTAL
17734297H1,HORIZONTAL
17734364H1,HORIZONTAL
17734404H1,HORIZONTAL
17734446H1,HORIZONTAL
17733888H1,HORIZONTAL
28534169H1,HORIZONTAL
17733889H1,HORIZONTAL
17733892H1,HORIZONTAL
12334525H1,HORIZONTAL
17733891H1,HORIZONTAL
17734305H1,HORIZONTAL
12334528H1,HORIZONTAL
12334529H1,HORIZONTAL
17734156,UNKNOWN
17734250H1,HORIZONTAL
17734307H1,HORIZONTAL
17734308H1,HORIZONTAL
17734157H1,HORIZONTAL
28534197H1,HORIZONTAL
28534196H1,HORIZONTAL
17733847H1,HORIZONTAL
17734158H1,HORIZONTAL
17734254H1,HORIZONTAL
17734318H1,HORIZONTAL
17734320H1,HORIZONTAL
17734366H1,HORIZONTAL
17734368H1,HORIZONTAL
17734369H1,HORIZONTAL
17734420H1,HORIZONTAL
12335097H1,HORIZONTAL
12335098H1,HORIZONTAL
12335099H1,HORIZONTAL
12335100H1,HORIZONTAL
17733859H1,HORIZONTAL
17733860H1,HORIZONTAL
17734333H1,HORIZONTAL
17734334H1,HORIZONTAL
17734408H1,HORIZONTAL
17734409H1,HORIZONTAL
17734456H1,HORIZONTAL
17734389H1,HORIZONTAL
17734410H1,HORIZONTAL
17734411H1,HORIZONTAL
17734429H1,HORIZONTAL
17734428H1,HORIZONTAL
12334483H1,HORIZONTAL
17734001H1,HORIZONTAL
17734372H1,HORIZONTAL
17734675H1,HORIZONTAL
17734645H1,HORIZONTAL
17734646H1,HORIZONTAL
17734648H1,HORIZONTAL
17734686H1,HORIZONTAL
17734666H1,HORIZONTAL
17734687H1,HORIZONTAL
17734694H1,HORIZONTAL
17734697H1,HORIZONTAL
17734669H1,HORIZONTAL
17734672,UNKNOWN
17734656H1,HORIZONTAL
17734623H1,HORIZONTAL
17734702H1,HORIZONTAL
17734690H1,HORIZONTAL
17734691H1,HORIZONTAL
17734724H1,HORIZONTAL
17734607H1,HORIZONTAL
17734662H1,HORIZONTAL
17734693H1,HORIZONTAL
17734650H1,HORIZONTAL
17734663H1,HORIZONTAL
17734664H1,HORIZONTAL
17734628H1,HORIZONTAL
17734630H1,HORIZONTAL
17734653H1,HORIZONTAL
17734706H1,HORIZONTAL
17734695H1,HORIZONTAL
17734632H1,HORIZONTAL
17734634H1,HORIZONTAL
17734635H1,HORIZONTAL
17734722H1,HORIZONTAL
17734616H1,HORIZONTAL
17734784H1,HORIZONTAL
17734785H1,HORIZONTAL
17734793H1,HORIZONTAL
17734795H1,HORIZONTAL
17734644H1,HORIZONTAL
17734713H1,HORIZONTAL
17734715H1,HORIZONTAL
17734719H1,HORIZONTAL
17734720H1,HORIZONTAL
17734723,UNKNOWN
17734797,UNKNOWN
17734549H1,HORIZONTAL
17734740H1,HORIZONTAL
17734763H1,HORIZONTAL
17734741H1,HORIZONTAL
17734618,UNKNOWN
25538141H1,HORIZONTAL
12332664H1,HORIZONTAL
17734762,UNKNOWN
17734732H1,HORIZONTAL
17734734H1,HORIZONTAL
17734736H1,HORIZONTAL
17734737H1,HORIZONTAL
17734710H1,HORIZONTAL
17734772H1,HORIZONTAL
12332625H1,HORIZONTAL
17734744H1,HORIZONTAL
17733302H1,HORIZONTAL
17734743H1,HORIZONTAL
17734742H1,HORIZONTAL
17734745H1,HORIZONTAL
12332886H1,HORIZONTAL
17734798H1,HORIZONTAL
17734799H1,HORIZONTAL
17734800H1,HORIZONTAL
17734739H1,HORIZONTAL
17734738H1,HORIZONTAL
17734709H1,HORIZONTAL
17734770H1,HORIZONTAL
25538142H1,HORIZONTAL
17732594H1,HORIZONTAL
17734733H1,HORIZONTAL
17734735H1,HORIZONTAL
12332624H1,HORIZONTAL
17734769H1,HORIZONTAL
17731659,UNKNOWN
17734527H1,HORIZONTAL
17734581H1,HORIZONTAL
17734757H1,HORIZONTAL
17734711H1,HORIZONTAL
12333083H1,HORIZONTAL
17734802H1,HORIZONTAL
17734801H1,HORIZONTAL
17734756H1,HORIZONTAL
17730754,UNKNOWN
17730719,UNKNOWN
17734708H1,HORIZONTAL
17734753H1,HORIZONTAL
17734761H1,HORIZONTAL
17734754H1,HORIZONTAL
12335300H1,HORIZONTAL
17734748H1,HORIZONTAL
17734750H1,HORIZONTAL
12335356H1,HORIZONTAL
17731427,UNKNOWN
17734755H1,HORIZONTAL
17734747H1,HORIZONTAL
17734751H1,HORIZONTAL
17734821H1,HORIZONTAL
17731710,UNKNOWN
17731296,UNKNOWN
17734752H1,HORIZONTAL
17732352H1,HORIZONTAL
17733081H1,HORIZONTAL
17732625H1,HORIZONTAL
17734788H1,HORIZONTAL
17734786H1,HORIZONTAL
17734803H1,HORIZONTAL
17734804H1,HORIZONTAL
17734805H1,HORIZONTAL
17734808H1,HORIZONTAL
17734810H1,HORIZONTAL
17734811H1,HORIZONTAL
17734814H1,HORIZONTAL
17731334,UNKNOWN
17734746H1,HORIZONTAL
17734749H1,HORIZONTAL
17734787H1,HORIZONTAL
12335301H1,HORIZONTAL
12335510H1,HORIZONTAL
17734701H1,HORIZONTAL
17734816H1,HORIZONTAL
17734817H1,HORIZONTAL
17734818H1,HORIZONTAL
17732520H1,HORIZONTAL
12335505H1,HORIZONTAL
17734809H1,HORIZONTAL
17734812H1,HORIZONTAL
17734807H1,HORIZONTAL
17734813H1,HORIZONTAL
12335536H1,HORIZONTAL
17734775H1,HORIZONTAL
17734819H1,HORIZONTAL
17734820H1,HORIZONTAL
17733188H1,HORIZONTAL
17734806H1,HORIZONTAL
17734774H1,HORIZONTAL
17734815H1,HORIZONTAL
